dataset,split,example_idx,setup_id
wmt24-social,en-cs,236,scir-mt
wmt24-social,en-cs,168,scir-mt
wmt24-social,en-cs,215,scir-mt
wmt24-social,en-cs,43,unbabel-tower70b
wmt24-social,en-cs,129,unbabel-tower70b
wmt24-social,en-cs,78,unbabel-tower70b
wmt24-social,en-cs,215,unbabel-tower70b
wmt24-social,en-cs,295,unbabel-tower70b
wmt24-social,en-cs,237,unbabel-tower70b
wmt24-social,en-cs,168,unbabel-tower70b
wmt24-social,en-cs,186,unbabel-tower70b
wmt24-social,en-cs,231,unbabel-tower70b
wmt24-social,en-cs,236,unbabel-tower70b
wmt24-social,en-es,69,claude-3-5
wmt24-social,en-es,59,claude-3-5
wmt24-social,en-es,62,claude-3-5
wmt24-social,en-es,63,claude-3-5
wmt24-social,en-es,105,claude-3-5
wmt24-social,en-es,289,claude-3-5
wmt24-social,en-es,206,claude-3-5
wmt24-social,en-es,212,claude-3-5
wmt24-social,en-es,261,claude-3-5
wmt24-social,en-es,252,claude-3-5
wmt24-social,en-es,105,commandr-plus
wmt24-social,en-es,59,commandr-plus
wmt24-social,en-es,62,commandr-plus
wmt24-social,en-es,63,commandr-plus
wmt24-social,en-es,69,commandr-plus
wmt24-social,en-es,252,commandr-plus
wmt24-social,en-es,289,commandr-plus
wmt24-social,en-es,261,commandr-plus
wmt24-social,en-es,212,commandr-plus
wmt24-social,en-es,206,commandr-plus
wmt24-social,en-es,69,dubformer
wmt24-social,en-es,59,dubformer
wmt24-social,en-es,62,dubformer
wmt24-social,en-es,63,dubformer
wmt24-social,en-es,105,dubformer
wmt24-social,en-es,261,dubformer
wmt24-social,en-es,252,dubformer
wmt24-social,en-es,206,dubformer
wmt24-social,en-es,212,dubformer
wmt24-social,en-es,289,dubformer
wmt24-social,en-es,59,gemini-1-5-pro
wmt24-social,en-es,62,gemini-1-5-pro
wmt24-social,en-es,63,gemini-1-5-pro
wmt24-social,en-es,69,gemini-1-5-pro
wmt24-social,en-es,105,gemini-1-5-pro
wmt24-social,en-es,289,gemini-1-5-pro
wmt24-social,en-es,261,gemini-1-5-pro
wmt24-social,en-es,212,gemini-1-5-pro
wmt24-social,en-es,252,gemini-1-5-pro
wmt24-social,en-es,206,gemini-1-5-pro
wmt24-social,en-es,69,gpt-4
wmt24-social,en-es,59,gpt-4
wmt24-social,en-es,62,gpt-4
wmt24-social,en-es,63,gpt-4
wmt24-social,en-es,105,gpt-4
wmt24-social,en-es,252,gpt-4
wmt24-social,en-es,206,gpt-4
wmt24-social,en-es,289,gpt-4
wmt24-social,en-es,261,gpt-4
wmt24-social,en-es,212,gpt-4
wmt24-social,en-es,59,ikun
wmt24-social,en-es,62,ikun
wmt24-social,en-es,63,ikun
wmt24-social,en-es,105,ikun
wmt24-social,en-es,69,ikun
wmt24-social,en-es,212,ikun
wmt24-social,en-es,252,ikun
wmt24-social,en-es,261,ikun
wmt24-social,en-es,289,ikun
wmt24-social,en-es,206,ikun
wmt24-social,en-es,69,ikun-c
wmt24-social,en-es,105,ikun-c
wmt24-social,en-es,59,ikun-c
wmt24-social,en-es,62,ikun-c
wmt24-social,en-es,63,ikun-c
wmt24-social,en-es,252,ikun-c
wmt24-social,en-es,289,ikun-c
wmt24-social,en-es,206,ikun-c
wmt24-social,en-es,261,ikun-c
wmt24-social,en-es,212,ikun-c
wmt24-social,en-es,105,iol-research
wmt24-social,en-es,69,iol-research
wmt24-social,en-es,59,iol-research
wmt24-social,en-es,62,iol-research
wmt24-social,en-es,63,iol-research
wmt24-social,en-es,212,iol-research
wmt24-social,en-es,289,iol-research
wmt24-social,en-es,252,iol-research
wmt24-social,en-es,206,iol-research
wmt24-social,en-es,261,iol-research
wmt24-social,en-es,105,llama3-70b
wmt24-social,en-es,59,llama3-70b
wmt24-social,en-es,62,llama3-70b
wmt24-social,en-es,63,llama3-70b
wmt24-social,en-es,69,llama3-70b
wmt24-social,en-es,252,llama3-70b
wmt24-social,en-es,261,llama3-70b
wmt24-social,en-es,289,llama3-70b
wmt24-social,en-es,206,llama3-70b
wmt24-social,en-es,212,llama3-70b
wmt24-social,en-es,69,mistral-large
wmt24-social,en-es,59,mistral-large
wmt24-social,en-es,62,mistral-large
wmt24-social,en-es,63,mistral-large
wmt24-social,en-es,105,mistral-large
wmt24-social,en-es,212,mistral-large
wmt24-social,en-es,261,mistral-large
wmt24-social,en-es,289,mistral-large
wmt24-social,en-es,252,mistral-large
wmt24-social,en-es,206,mistral-large
wmt24-social,en-es,59,mslc
wmt24-social,en-es,62,mslc
wmt24-social,en-es,63,mslc
wmt24-social,en-es,69,mslc
wmt24-social,en-es,105,mslc
wmt24-social,en-es,206,mslc
wmt24-social,en-es,212,mslc
wmt24-social,en-es,289,mslc
wmt24-social,en-es,252,mslc
wmt24-social,en-es,261,mslc
wmt24-social,en-es,105,online-b
wmt24-social,en-es,59,online-b
wmt24-social,en-es,62,online-b
wmt24-social,en-es,63,online-b
wmt24-social,en-es,69,online-b
wmt24-social,en-es,206,online-b
wmt24-social,en-es,212,online-b
wmt24-social,en-es,252,online-b
wmt24-social,en-es,261,online-b
wmt24-social,en-es,289,online-b
wmt24-social,en-es,59,unbabel-tower70b
wmt24-social,en-es,62,unbabel-tower70b
wmt24-social,en-es,63,unbabel-tower70b
wmt24-social,en-es,105,unbabel-tower70b
wmt24-social,en-es,69,unbabel-tower70b
wmt24-social,en-es,261,unbabel-tower70b
wmt24-social,en-es,289,unbabel-tower70b
wmt24-social,en-es,252,unbabel-tower70b
wmt24-social,en-es,206,unbabel-tower70b
wmt24-social,en-es,212,unbabel-tower70b
wmt24-social,en-hi,82,aya23
wmt24-social,en-hi,24,aya23
wmt24-social,en-hi,115,aya23
wmt24-social,en-hi,152,aya23
wmt24-social,en-hi,6,aya23
wmt24-social,en-hi,171,aya23
wmt24-social,en-hi,262,aya23
wmt24-social,en-hi,298,aya23
wmt24-social,en-hi,244,aya23
wmt24-social,en-hi,217,aya23
wmt24-social,en-hi,82,claude-3-5
wmt24-social,en-hi,24,claude-3-5
wmt24-social,en-hi,6,claude-3-5
wmt24-social,en-hi,115,claude-3-5
wmt24-social,en-hi,152,claude-3-5
wmt24-social,en-hi,171,claude-3-5
wmt24-social,en-hi,298,claude-3-5
wmt24-social,en-hi,217,claude-3-5
wmt24-social,en-hi,262,claude-3-5
wmt24-social,en-hi,244,claude-3-5
wmt24-social,en-hi,115,gemini-1-5-pro
wmt24-social,en-hi,6,gemini-1-5-pro
wmt24-social,en-hi,82,gemini-1-5-pro
wmt24-social,en-hi,152,gemini-1-5-pro
wmt24-social,en-hi,24,gemini-1-5-pro
wmt24-social,en-hi,262,gemini-1-5-pro
wmt24-social,en-hi,171,gemini-1-5-pro
wmt24-social,en-hi,244,gemini-1-5-pro
wmt24-social,en-hi,298,gemini-1-5-pro
wmt24-social,en-hi,217,gemini-1-5-pro
wmt24-social,en-hi,6,gpt-4
wmt24-social,en-hi,115,gpt-4
wmt24-social,en-hi,82,gpt-4
wmt24-social,en-hi,152,gpt-4
wmt24-social,en-hi,24,gpt-4
wmt24-social,en-hi,217,gpt-4
wmt24-social,en-hi,244,gpt-4
wmt24-social,en-hi,262,gpt-4
wmt24-social,en-hi,171,gpt-4
wmt24-social,en-hi,298,gpt-4
wmt24-social,en-hi,24,ikun-c
wmt24-social,en-hi,152,ikun-c
wmt24-social,en-hi,82,ikun-c
wmt24-social,en-hi,6,ikun-c
wmt24-social,en-hi,115,ikun-c
wmt24-social,en-hi,244,ikun-c
wmt24-social,en-hi,217,ikun-c
wmt24-social,en-hi,171,ikun-c
wmt24-social,en-hi,298,ikun-c
wmt24-social,en-hi,262,ikun-c
wmt24-social,en-hi,6,iol-research
wmt24-social,en-hi,24,iol-research
wmt24-social,en-hi,115,iol-research
wmt24-social,en-hi,152,iol-research
wmt24-social,en-hi,82,iol-research
wmt24-social,en-hi,262,iol-research
wmt24-social,en-hi,217,iol-research
wmt24-social,en-hi,298,iol-research
wmt24-social,en-hi,171,iol-research
wmt24-social,en-hi,244,iol-research
wmt24-social,en-hi,115,llama3-70b
wmt24-social,en-hi,152,llama3-70b
wmt24-social,en-hi,6,llama3-70b
wmt24-social,en-hi,24,llama3-70b
wmt24-social,en-hi,82,llama3-70b
wmt24-social,en-hi,244,llama3-70b
wmt24-social,en-hi,217,llama3-70b
wmt24-social,en-hi,298,llama3-70b
wmt24-social,en-hi,262,llama3-70b
wmt24-social,en-hi,171,llama3-70b
wmt24-social,en-hi,82,online-b
wmt24-social,en-hi,152,online-b
wmt24-social,en-hi,24,online-b
wmt24-social,en-hi,6,online-b
wmt24-social,en-hi,115,online-b
wmt24-social,en-hi,171,online-b
wmt24-social,en-hi,262,online-b
wmt24-social,en-hi,217,online-b
wmt24-social,en-hi,298,online-b
wmt24-social,en-hi,244,online-b
wmt24-social,en-hi,6,transsionmt
wmt24-social,en-hi,82,transsionmt
wmt24-social,en-hi,152,transsionmt
wmt24-social,en-hi,115,transsionmt
wmt24-social,en-hi,24,transsionmt
wmt24-social,en-hi,262,transsionmt
wmt24-social,en-hi,298,transsionmt
wmt24-social,en-hi,171,transsionmt
wmt24-social,en-hi,217,transsionmt
wmt24-social,en-hi,244,transsionmt
wmt24-social,en-hi,6,unbabel-tower70b
wmt24-social,en-hi,152,unbabel-tower70b
wmt24-social,en-hi,115,unbabel-tower70b
wmt24-social,en-hi,82,unbabel-tower70b
wmt24-social,en-hi,24,unbabel-tower70b
wmt24-social,en-hi,217,unbabel-tower70b
wmt24-social,en-hi,244,unbabel-tower70b
wmt24-social,en-hi,171,unbabel-tower70b
wmt24-social,en-hi,298,unbabel-tower70b
wmt24-social,en-hi,262,unbabel-tower70b
wmt24-social,en-is,101,ami
wmt24-social,en-is,20,ami
wmt24-social,en-is,8,ami
wmt24-social,en-is,51,ami
wmt24-social,en-is,17,ami
wmt24-social,en-is,62,ami
wmt24-social,en-is,152,ami
wmt24-social,en-is,177,ami
wmt24-social,en-is,164,ami
wmt24-social,en-is,212,ami
wmt24-social,en-is,62,claude-3-5
wmt24-social,en-is,17,claude-3-5
wmt24-social,en-is,152,claude-3-5
wmt24-social,en-is,51,claude-3-5
wmt24-social,en-is,101,claude-3-5
wmt24-social,en-is,8,claude-3-5
wmt24-social,en-is,20,claude-3-5
wmt24-social,en-is,212,claude-3-5
wmt24-social,en-is,177,claude-3-5
wmt24-social,en-is,164,claude-3-5
wmt24-social,en-is,20,dubformer
wmt24-social,en-is,101,dubformer
wmt24-social,en-is,62,dubformer
wmt24-social,en-is,8,dubformer
wmt24-social,en-is,17,dubformer
wmt24-social,en-is,152,dubformer
wmt24-social,en-is,51,dubformer
wmt24-social,en-is,177,dubformer
wmt24-social,en-is,212,dubformer
wmt24-social,en-is,164,dubformer
wmt24-social,en-is,101,gpt-4
wmt24-social,en-is,8,gpt-4
wmt24-social,en-is,17,gpt-4
wmt24-social,en-is,62,gpt-4
wmt24-social,en-is,51,gpt-4
wmt24-social,en-is,152,gpt-4
wmt24-social,en-is,20,gpt-4
wmt24-social,en-is,177,gpt-4
wmt24-social,en-is,164,gpt-4
wmt24-social,en-is,212,gpt-4
wmt24-social,en-is,51,ikun
wmt24-social,en-is,20,ikun
wmt24-social,en-is,8,ikun
wmt24-social,en-is,62,ikun
wmt24-social,en-is,17,ikun
wmt24-social,en-is,101,ikun
wmt24-social,en-is,152,ikun
wmt24-social,en-is,164,ikun
wmt24-social,en-is,212,ikun
wmt24-social,en-is,177,ikun
wmt24-social,en-is,101,ikun-c
wmt24-social,en-is,51,ikun-c
wmt24-social,en-is,20,ikun-c
wmt24-social,en-is,152,ikun-c
wmt24-social,en-is,17,ikun-c
wmt24-social,en-is,8,ikun-c
wmt24-social,en-is,62,ikun-c
wmt24-social,en-is,177,ikun-c
wmt24-social,en-is,212,ikun-c
wmt24-social,en-is,164,ikun-c
wmt24-social,en-is,62,iol-research
wmt24-social,en-is,17,iol-research
wmt24-social,en-is,8,iol-research
wmt24-social,en-is,20,iol-research
wmt24-social,en-is,101,iol-research
wmt24-social,en-is,152,iol-research
wmt24-social,en-is,51,iol-research
wmt24-social,en-is,177,iol-research
wmt24-social,en-is,164,iol-research
wmt24-social,en-is,212,iol-research
wmt24-social,en-is,51,llama3-70b
wmt24-social,en-is,152,llama3-70b
wmt24-social,en-is,62,llama3-70b
wmt24-social,en-is,17,llama3-70b
wmt24-social,en-is,101,llama3-70b
wmt24-social,en-is,8,llama3-70b
wmt24-social,en-is,20,llama3-70b
wmt24-social,en-is,212,llama3-70b
wmt24-social,en-is,164,llama3-70b
wmt24-social,en-is,177,llama3-70b
wmt24-social,en-is,20,online-b
wmt24-social,en-is,62,online-b
wmt24-social,en-is,51,online-b
wmt24-social,en-is,17,online-b
wmt24-social,en-is,101,online-b
wmt24-social,en-is,152,online-b
wmt24-social,en-is,8,online-b
wmt24-social,en-is,177,online-b
wmt24-social,en-is,212,online-b
wmt24-social,en-is,164,online-b
wmt24-social,en-is,8,unbabel-tower70b
wmt24-social,en-is,17,unbabel-tower70b
wmt24-social,en-is,51,unbabel-tower70b
wmt24-social,en-is,62,unbabel-tower70b
wmt24-social,en-is,20,unbabel-tower70b
wmt24-social,en-is,101,unbabel-tower70b
wmt24-social,en-is,152,unbabel-tower70b
wmt24-social,en-is,164,unbabel-tower70b
wmt24-social,en-is,177,unbabel-tower70b
wmt24-social,en-is,212,unbabel-tower70b
wmt24-social,en-ja,38,aya23
wmt24-social,en-ja,7,aya23
wmt24-social,en-ja,76,aya23
wmt24-social,en-ja,55,aya23
wmt24-social,en-ja,57,aya23
wmt24-social,en-ja,27,aya23
wmt24-social,en-ja,141,aya23
wmt24-social,en-ja,162,aya23
wmt24-social,en-ja,184,aya23
wmt24-social,en-ja,211,aya23
wmt24-social,en-ja,38,claude-3-5
wmt24-social,en-ja,55,claude-3-5
wmt24-social,en-ja,76,claude-3-5
wmt24-social,en-ja,7,claude-3-5
wmt24-social,en-ja,141,claude-3-5
wmt24-social,en-ja,27,claude-3-5
wmt24-social,en-ja,57,claude-3-5
wmt24-social,en-ja,184,claude-3-5
wmt24-social,en-ja,211,claude-3-5
wmt24-social,en-ja,162,claude-3-5
wmt24-social,en-ja,38,commandr-plus
wmt24-social,en-ja,141,commandr-plus
wmt24-social,en-ja,27,commandr-plus
wmt24-social,en-ja,55,commandr-plus
wmt24-social,en-ja,76,commandr-plus
wmt24-social,en-ja,7,commandr-plus
wmt24-social,en-ja,57,commandr-plus
wmt24-social,en-ja,162,commandr-plus
wmt24-social,en-ja,184,commandr-plus
wmt24-social,en-ja,211,commandr-plus
wmt24-social,en-ja,38,gemini-1-5-pro
wmt24-social,en-ja,57,gemini-1-5-pro
wmt24-social,en-ja,27,gemini-1-5-pro
wmt24-social,en-ja,76,gemini-1-5-pro
wmt24-social,en-ja,141,gemini-1-5-pro
wmt24-social,en-ja,55,gemini-1-5-pro
wmt24-social,en-ja,7,gemini-1-5-pro
wmt24-social,en-ja,162,gemini-1-5-pro
wmt24-social,en-ja,184,gemini-1-5-pro
wmt24-social,en-ja,211,gemini-1-5-pro
wmt24-social,en-ja,76,gpt-4
wmt24-social,en-ja,27,gpt-4
wmt24-social,en-ja,141,gpt-4
wmt24-social,en-ja,57,gpt-4
wmt24-social,en-ja,7,gpt-4
wmt24-social,en-ja,38,gpt-4
wmt24-social,en-ja,55,gpt-4
wmt24-social,en-ja,162,gpt-4
wmt24-social,en-ja,184,gpt-4
wmt24-social,en-ja,211,gpt-4
wmt24-social,en-ja,55,ikun-c
wmt24-social,en-ja,7,ikun-c
wmt24-social,en-ja,38,ikun-c
wmt24-social,en-ja,27,ikun-c
wmt24-social,en-ja,141,ikun-c
wmt24-social,en-ja,76,ikun-c
wmt24-social,en-ja,57,ikun-c
wmt24-social,en-ja,162,ikun-c
wmt24-social,en-ja,211,ikun-c
wmt24-social,en-ja,184,ikun-c
wmt24-social,en-ja,141,iol-research
wmt24-social,en-ja,38,iol-research
wmt24-social,en-ja,55,iol-research
wmt24-social,en-ja,27,iol-research
wmt24-social,en-ja,76,iol-research
wmt24-social,en-ja,7,iol-research
wmt24-social,en-ja,57,iol-research
wmt24-social,en-ja,211,iol-research
wmt24-social,en-ja,184,iol-research
wmt24-social,en-ja,162,iol-research
wmt24-social,en-ja,141,llama3-70b
wmt24-social,en-ja,57,llama3-70b
wmt24-social,en-ja,38,llama3-70b
wmt24-social,en-ja,76,llama3-70b
wmt24-social,en-ja,7,llama3-70b
wmt24-social,en-ja,55,llama3-70b
wmt24-social,en-ja,27,llama3-70b
wmt24-social,en-ja,184,llama3-70b
wmt24-social,en-ja,211,llama3-70b
wmt24-social,en-ja,162,llama3-70b
wmt24-social,en-ja,57,nttsu
wmt24-social,en-ja,55,nttsu
wmt24-social,en-ja,38,nttsu
wmt24-social,en-ja,76,nttsu
wmt24-social,en-ja,141,nttsu
wmt24-social,en-ja,7,nttsu
wmt24-social,en-ja,27,nttsu
wmt24-social,en-ja,211,nttsu
wmt24-social,en-ja,162,nttsu
wmt24-social,en-ja,184,nttsu
wmt24-social,en-ja,27,online-b
wmt24-social,en-ja,141,online-b
wmt24-social,en-ja,57,online-b
wmt24-social,en-ja,7,online-b
wmt24-social,en-ja,38,online-b
wmt24-social,en-ja,76,online-b
wmt24-social,en-ja,55,online-b
wmt24-social,en-ja,162,online-b
wmt24-social,en-ja,211,online-b
wmt24-social,en-ja,184,online-b
wmt24-social,en-ja,27,team-j
wmt24-social,en-ja,55,team-j
wmt24-social,en-ja,57,team-j
wmt24-social,en-ja,7,team-j
wmt24-social,en-ja,38,team-j
wmt24-social,en-ja,76,team-j
wmt24-social,en-ja,141,team-j
wmt24-social,en-ja,162,team-j
wmt24-social,en-ja,184,team-j
wmt24-social,en-ja,211,team-j
wmt24-social,en-ja,7,unbabel-tower70b
wmt24-social,en-ja,55,unbabel-tower70b
wmt24-social,en-ja,57,unbabel-tower70b
wmt24-social,en-ja,27,unbabel-tower70b
wmt24-social,en-ja,38,unbabel-tower70b
wmt24-social,en-ja,141,unbabel-tower70b
wmt24-social,en-ja,76,unbabel-tower70b
wmt24-social,en-ja,211,unbabel-tower70b
wmt24-social,en-ja,184,unbabel-tower70b
wmt24-social,en-ja,162,unbabel-tower70b
wmt24-social,en-ru,61,aya23
wmt24-social,en-ru,72,aya23
wmt24-social,en-ru,21,aya23
wmt24-social,en-ru,121,aya23
wmt24-social,en-ru,126,aya23
wmt24-social,en-ru,215,aya23
wmt24-social,en-ru,225,aya23
wmt24-social,en-ru,278,aya23
wmt24-social,en-ru,193,aya23
wmt24-social,en-ru,300,aya23
wmt24-social,en-ru,61,claude-3-5
wmt24-social,en-ru,21,claude-3-5
wmt24-social,en-ru,121,claude-3-5
wmt24-social,en-ru,126,claude-3-5
wmt24-social,en-ru,72,claude-3-5
wmt24-social,en-ru,193,claude-3-5
wmt24-social,en-ru,215,claude-3-5
wmt24-social,en-ru,300,claude-3-5
wmt24-social,en-ru,225,claude-3-5
wmt24-social,en-ru,278,claude-3-5
wmt24-social,en-ru,72,commandr-plus
wmt24-social,en-ru,21,commandr-plus
wmt24-social,en-ru,61,commandr-plus
wmt24-social,en-ru,121,commandr-plus
wmt24-social,en-ru,126,commandr-plus
wmt24-social,en-ru,215,commandr-plus
wmt24-social,en-ru,278,commandr-plus
wmt24-social,en-ru,225,commandr-plus
wmt24-social,en-ru,300,commandr-plus
wmt24-social,en-ru,193,commandr-plus
wmt24-social,en-ru,72,dubformer
wmt24-social,en-ru,21,dubformer
wmt24-social,en-ru,121,dubformer
wmt24-social,en-ru,126,dubformer
wmt24-social,en-ru,61,dubformer
wmt24-social,en-ru,278,dubformer
wmt24-social,en-ru,215,dubformer
wmt24-social,en-ru,193,dubformer
wmt24-social,en-ru,300,dubformer
wmt24-social,en-ru,225,dubformer
wmt24-social,en-ru,121,gemini-1-5-pro
wmt24-social,en-ru,126,gemini-1-5-pro
wmt24-social,en-ru,21,gemini-1-5-pro
wmt24-social,en-ru,61,gemini-1-5-pro
wmt24-social,en-ru,72,gemini-1-5-pro
wmt24-social,en-ru,193,gemini-1-5-pro
wmt24-social,en-ru,278,gemini-1-5-pro
wmt24-social,en-ru,300,gemini-1-5-pro
wmt24-social,en-ru,215,gemini-1-5-pro
wmt24-social,en-ru,225,gemini-1-5-pro
wmt24-social,en-ru,61,gpt-4
wmt24-social,en-ru,72,gpt-4
wmt24-social,en-ru,121,gpt-4
wmt24-social,en-ru,126,gpt-4
wmt24-social,en-ru,21,gpt-4
wmt24-social,en-ru,215,gpt-4
wmt24-social,en-ru,225,gpt-4
wmt24-social,en-ru,193,gpt-4
wmt24-social,en-ru,300,gpt-4
wmt24-social,en-ru,278,gpt-4
wmt24-social,en-ru,61,ikun
wmt24-social,en-ru,21,ikun
wmt24-social,en-ru,72,ikun
wmt24-social,en-ru,121,ikun
wmt24-social,en-ru,126,ikun
wmt24-social,en-ru,225,ikun
wmt24-social,en-ru,215,ikun
wmt24-social,en-ru,278,ikun
wmt24-social,en-ru,193,ikun
wmt24-social,en-ru,300,ikun
wmt24-social,en-ru,21,ikun-c
wmt24-social,en-ru,61,ikun-c
wmt24-social,en-ru,121,ikun-c
wmt24-social,en-ru,126,ikun-c
wmt24-social,en-ru,72,ikun-c
wmt24-social,en-ru,215,ikun-c
wmt24-social,en-ru,278,ikun-c
wmt24-social,en-ru,193,ikun-c
wmt24-social,en-ru,225,ikun-c
wmt24-social,en-ru,300,ikun-c
wmt24-social,en-ru,72,iol-research
wmt24-social,en-ru,61,iol-research
wmt24-social,en-ru,21,iol-research
wmt24-social,en-ru,121,iol-research
wmt24-social,en-ru,126,iol-research
wmt24-social,en-ru,225,iol-research
wmt24-social,en-ru,215,iol-research
wmt24-social,en-ru,278,iol-research
wmt24-social,en-ru,300,iol-research
wmt24-social,en-ru,193,iol-research
wmt24-social,en-ru,21,llama3-70b
wmt24-social,en-ru,72,llama3-70b
wmt24-social,en-ru,121,llama3-70b
wmt24-social,en-ru,126,llama3-70b
wmt24-social,en-ru,61,llama3-70b
wmt24-social,en-ru,300,llama3-70b
wmt24-social,en-ru,193,llama3-70b
wmt24-social,en-ru,215,llama3-70b
wmt24-social,en-ru,225,llama3-70b
wmt24-social,en-ru,278,llama3-70b
wmt24-social,en-ru,121,online-g
wmt24-social,en-ru,126,online-g
wmt24-social,en-ru,61,online-g
wmt24-social,en-ru,72,online-g
wmt24-social,en-ru,21,online-g
wmt24-social,en-ru,278,online-g
wmt24-social,en-ru,215,online-g
wmt24-social,en-ru,225,online-g
wmt24-social,en-ru,193,online-g
wmt24-social,en-ru,300,online-g
wmt24-social,en-ru,121,unbabel-tower70b
wmt24-social,en-ru,126,unbabel-tower70b
wmt24-social,en-ru,21,unbabel-tower70b
wmt24-social,en-ru,72,unbabel-tower70b
wmt24-social,en-ru,61,unbabel-tower70b
wmt24-social,en-ru,278,unbabel-tower70b
wmt24-social,en-ru,300,unbabel-tower70b
wmt24-social,en-ru,215,unbabel-tower70b
wmt24-social,en-ru,193,unbabel-tower70b
wmt24-social,en-ru,225,unbabel-tower70b
wmt24-social,en-ru,121,yandex
wmt24-social,en-ru,126,yandex
wmt24-social,en-ru,61,yandex
wmt24-social,en-ru,21,yandex
wmt24-social,en-ru,72,yandex
wmt24-social,en-ru,225,yandex
wmt24-social,en-ru,278,yandex
wmt24-social,en-ru,193,yandex
wmt24-social,en-ru,215,yandex
wmt24-social,en-ru,300,yandex
wmt24-social,en-uk,77,claude-3-5
wmt24-social,en-uk,51,claude-3-5
wmt24-social,en-uk,118,claude-3-5
wmt24-social,en-uk,138,claude-3-5
wmt24-social,en-uk,127,claude-3-5
wmt24-social,en-uk,297,claude-3-5
wmt24-social,en-uk,222,claude-3-5
wmt24-social,en-uk,271,claude-3-5
wmt24-social,en-uk,273,claude-3-5
wmt24-social,en-uk,244,claude-3-5
wmt24-social,en-uk,51,commandr-plus
wmt24-social,en-uk,77,commandr-plus
wmt24-social,en-uk,127,commandr-plus
wmt24-social,en-uk,138,commandr-plus
wmt24-social,en-uk,118,commandr-plus
wmt24-social,en-uk,297,commandr-plus
wmt24-social,en-uk,271,commandr-plus
wmt24-social,en-uk,273,commandr-plus
wmt24-social,en-uk,244,commandr-plus
wmt24-social,en-uk,222,commandr-plus
wmt24-social,en-uk,127,dubformer
wmt24-social,en-uk,118,dubformer
wmt24-social,en-uk,51,dubformer
wmt24-social,en-uk,138,dubformer
wmt24-social,en-uk,77,dubformer
wmt24-social,en-uk,244,dubformer
wmt24-social,en-uk,271,dubformer
wmt24-social,en-uk,273,dubformer
wmt24-social,en-uk,222,dubformer
wmt24-social,en-uk,297,dubformer
wmt24-social,en-uk,77,gemini-1-5-pro
wmt24-social,en-uk,138,gemini-1-5-pro
wmt24-social,en-uk,118,gemini-1-5-pro
wmt24-social,en-uk,51,gemini-1-5-pro
wmt24-social,en-uk,127,gemini-1-5-pro
wmt24-social,en-uk,271,gemini-1-5-pro
wmt24-social,en-uk,273,gemini-1-5-pro
wmt24-social,en-uk,297,gemini-1-5-pro
wmt24-social,en-uk,244,gemini-1-5-pro
wmt24-social,en-uk,222,gemini-1-5-pro
wmt24-social,en-uk,77,gpt-4
wmt24-social,en-uk,127,gpt-4
wmt24-social,en-uk,51,gpt-4
wmt24-social,en-uk,118,gpt-4
wmt24-social,en-uk,138,gpt-4
wmt24-social,en-uk,271,gpt-4
wmt24-social,en-uk,273,gpt-4
wmt24-social,en-uk,297,gpt-4
wmt24-social,en-uk,244,gpt-4
wmt24-social,en-uk,222,gpt-4
wmt24-social,en-uk,118,ikun
wmt24-social,en-uk,138,ikun
wmt24-social,en-uk,77,ikun
wmt24-social,en-uk,51,ikun
wmt24-social,en-uk,127,ikun
wmt24-social,en-uk,222,ikun
wmt24-social,en-uk,271,ikun
wmt24-social,en-uk,273,ikun
wmt24-social,en-uk,244,ikun
wmt24-social,en-uk,297,ikun
wmt24-social,en-uk,118,ikun-c
wmt24-social,en-uk,138,ikun-c
wmt24-social,en-uk,51,ikun-c
wmt24-social,en-uk,127,ikun-c
wmt24-social,en-uk,77,ikun-c
wmt24-social,en-uk,244,ikun-c
wmt24-social,en-uk,271,ikun-c
wmt24-social,en-uk,273,ikun-c
wmt24-social,en-uk,297,ikun-c
wmt24-social,en-uk,222,ikun-c
wmt24-social,en-uk,138,iol-research
wmt24-social,en-uk,118,iol-research
wmt24-social,en-uk,51,iol-research
wmt24-social,en-uk,127,iol-research
wmt24-social,en-uk,77,iol-research
wmt24-social,en-uk,271,iol-research
wmt24-social,en-uk,273,iol-research
wmt24-social,en-uk,222,iol-research
wmt24-social,en-uk,244,iol-research
wmt24-social,en-uk,297,iol-research
wmt24-social,en-uk,51,online-w
wmt24-social,en-uk,77,online-w
wmt24-social,en-uk,118,online-w
wmt24-social,en-uk,138,online-w
wmt24-social,en-uk,127,online-w
wmt24-social,en-uk,244,online-w
wmt24-social,en-uk,222,online-w
wmt24-social,en-uk,271,online-w
wmt24-social,en-uk,273,online-w
wmt24-social,en-uk,297,online-w
wmt24-social,en-uk,51,unbabel-tower70b
wmt24-social,en-uk,138,unbabel-tower70b
wmt24-social,en-uk,118,unbabel-tower70b
wmt24-social,en-uk,127,unbabel-tower70b
wmt24-social,en-uk,77,unbabel-tower70b
wmt24-social,en-uk,244,unbabel-tower70b
wmt24-social,en-uk,271,unbabel-tower70b
wmt24-social,en-uk,273,unbabel-tower70b
wmt24-social,en-uk,222,unbabel-tower70b
wmt24-social,en-uk,297,unbabel-tower70b
wmt24-social,en-zh,66,aya23
wmt24-social,en-zh,100,aya23
wmt24-social,en-zh,56,aya23
wmt24-social,en-zh,147,aya23
wmt24-social,en-zh,129,aya23
wmt24-social,en-zh,175,aya23
wmt24-social,en-zh,186,aya23
